"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","2","144","14","26481","7.30e-2","6.24e-1","26.27","1.00e+0","6.09e-1","2.56e-3","CTNNB1,HIF1A"
"GOTERM_BP_DIRECT","mesenchymal cell differentiation","2","144","14","26481","7.30e-2","6.24e-1","26.27","1.00e+0","6.09e-1","2.56e-3","HMGA2,BMP7"
"INTERPRO","DBL_dom_sf","3","147","68","22338","7.31e-2","1.00e+0","6.70","1.00e+0","1.00e+0","1.02e-2","TIAM1,PLEKHG1,ARHGEF10L"
"INTERPRO","DH_dom","3","147","68","22338","7.31e-2","1.00e+0","6.70","1.00e+0","1.00e+0","1.02e-2","TIAM1,PLEKHG1,ARHGEF10L"
"GOTERM_BP_DIRECT","gene expression","7","144","541","26481","7.36e-2","6.26e-1","2.38","1.00e+0","6.11e-1","2.88e-2","SOX2,LMAN1,EDNRB,CTNNB1,FANCE,FILIP1L,FOXO1"
"GOTERM_BP_DIRECT","roof of mouth development","3","144","83","26481","7.42e-2","6.27e-1","6.65","1.00e+0","6.13e-1","1.05e-2","PKDCC,WNT11,ARID5B"
"SMART","HOX","6","95","262","10959","7.45e-2","1.00e+0","2.64","1.00e+0","1.00e+0","2.62e-2","MEIS1,LHX1,IRX3,ALX3,NKX1-1,HOXB1"
"UP_KW_DOMAIN","SH3 domain","5","114","212","15097","7.49e-2","3.00e-1","3.12","7.12e-1","2.81e-1","2.23e-2","CACNB2,NCF2,PPP1R13L,SKAP1,MPP7"
"GOTERM_BP_DIRECT","protein ubiquitination","7","144","545","26481","7.57e-2","6.29e-1","2.36","1.00e+0","6.14e-1","2.98e-2","RNF157,MYLIP,HACE1,PELI2,ARRB1,PDZRN3,IRF2BPL"
"INTERPRO","BAH_sf","2","147","12","22338","7.57e-2","1.00e+0","25.33","1.00e+0","1.00e+0","2.72e-3","ARID5B,BAHCC1"
"GOTERM_BP_DIRECT","response to glucose","3","144","84","26481","7.58e-2","6.29e-1","6.57","1.00e+0","6.14e-1","1.09e-2","NCF2,NNAT,IRS2"
"GOTERM_BP_DIRECT","epidermis development","3","144","85","26481","7.74e-2","6.29e-1","6.49","1.00e+0","6.14e-1","1.12e-2","PTCH1,TRP63,FGFR3"
"GOTERM_BP_DIRECT","somite rostral/caudal axis specification","2","144","15","26481","7.80e-2","6.29e-1","24.52","1.00e+0","6.14e-1","2.94e-3","LHX1,TBX6"
"GOTERM_BP_DIRECT","establishment of epithelial cell polarity","2","144","15","26481","7.80e-2","6.29e-1","24.52","1.00e+0","6.14e-1","2.94e-3","HES1,FRMD4B"
"GOTERM_BP_DIRECT","mesenchyme development","2","144","15","26481","7.80e-2","6.29e-1","24.52","1.00e+0","6.14e-1","2.94e-3","CTNNB1,BMP7"
"GOTERM_BP_DIRECT","somite development","2","144","15","26481","7.80e-2","6.29e-1","24.52","1.00e+0","6.14e-1","2.94e-3","WNT11,PTCH1"
"GOTERM_BP_DIRECT","cardiac muscle hypertrophy","2","144","15","26481","7.80e-2","6.29e-1","24.52","1.00e+0","6.14e-1","2.94e-3","TIAM1,KCNN4"
"GOTERM_BP_DIRECT","response to growth factor","2","144","15","26481","7.80e-2","6.29e-1","24.52","1.00e+0","6.14e-1","2.94e-3","SOX2,ITGB5"
"KEGG_PATHWAY","Fluid shear stress and atherosclerosis","4","76","149","11151","7.88e-2","6.07e-1","3.94","1.00e+0","5.79e-1","1.87e-2","NCF2,CTNNB1,ITGAV,BMPR1B"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 13","2","144","13","22331","8.01e-2","1.00e+0","23.86","1.00e+0","9.94e-1","3.07e-3","JAG2,JAG1"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 14","2","144","13","22331","8.01e-2","1.00e+0","23.86","1.00e+0","9.94e-1","3.07e-3","JAG2,JAG1"
"GOTERM_BP_DIRECT","positive regulation of protein catabolic process","3","144","87","26481","8.05e-2","6.39e-1","6.34","1.00e+0","6.24e-1","1.20e-2","MYLIP,PLK2,FOXO1"
"GOTERM_BP_DIRECT","blood vessel development","3","144","87","26481","8.05e-2","6.39e-1","6.34","1.00e+0","6.24e-1","1.20e-2","ITGAV,HIF1A,FOXO1"
"GOTERM_CC_DIRECT","endomembrane system","6","144","428","26676","8.09e-2","5.22e-1","2.60","1.00e+0","4.95e-1","2.90e-2","PLEKHF2,LMAN1,HACE1,RND3,FGFR3,WLS"
"UP_SEQ_FEATURE","DNA_BIND:Homeobox","5","144","255","22331","8.17e-2","1.00e+0","3.04","1.00e+0","9.94e-1","2.50e-2","MEIS1,LHX1,ALX3,NKX1-1,HOXB1"
"GOTERM_BP_DIRECT","cellular response to glucose stimulus","3","144","88","26481","8.21e-2","6.39e-1","6.27","1.00e+0","6.24e-1","1.23e-2","LIN28A,AQP4,IRS2"
"GOTERM_BP_DIRECT","regulation of blood pressure","3","144","88","26481","8.21e-2","6.39e-1","6.27","1.00e+0","6.24e-1","1.23e-2","EDNRB,GNA12,DLL1"
"GOTERM_BP_DIRECT","wound healing, spreading of epidermal cells","2","144","16","26481","8.30e-2","6.39e-1","22.99","1.00e+0","6.24e-1","3.35e-3","ITGB5,ITGAV"
"GOTERM_BP_DIRECT","prostate gland development","2","144","16","26481","8.30e-2","6.39e-1","22.99","1.00e+0","6.24e-1","3.35e-3","PTCH1,TRP63"
"GOTERM_BP_DIRECT","negative regulation of oligodendrocyte differentiation","2","144","16","26481","8.30e-2","6.39e-1","22.99","1.00e+0","6.24e-1","3.35e-3","CTNNB1,HES1"
"GOTERM_BP_DIRECT","endoderm formation","2","144","16","26481","8.30e-2","6.39e-1","22.99","1.00e+0","6.24e-1","3.35e-3","LHX1,CTNNB1"
"GOTERM_BP_DIRECT","cardiac septum morphogenesis","2","144","16","26481","8.30e-2","6.39e-1","22.99","1.00e+0","6.24e-1","3.35e-3","JAG1,BMP7"
"GOTERM_MF_DIRECT","transmembrane receptor protein serine/threonine kinase activity","2","143","15","24402","8.38e-2","9.27e-1","22.75","1.00e+0","9.17e-1","3.41e-3","BMPR1B,LY6G6E"
"UP_SEQ_FEATURE","DOMAIN:Ricin B lectin","2","144","14","22331","8.60e-2","1.00e+0","22.15","1.00e+0","9.94e-1","3.57e-3","GALNT2,GALNT1"
"GOTERM_CC_DIRECT","cell projection membrane","2","144","17","26676","8.74e-2","5.48e-1","21.79","1.00e+0","5.19e-1","3.73e-3","CTNNB1,AQP4"
"GOTERM_BP_DIRECT","protein transmembrane transport","2","144","17","26481","8.80e-2","6.54e-1","21.63","1.00e+0","6.39e-1","3.79e-3","ABCA1,EDNRB"
"GOTERM_BP_DIRECT","regulation of osteoclast differentiation","2","144","17","26481","8.80e-2","6.54e-1","21.63","1.00e+0","6.39e-1","3.79e-3","CTNNB1,FGFR3"
"GOTERM_BP_DIRECT","negative regulation of astrocyte differentiation","2","144","17","26481","8.80e-2","6.54e-1","21.63","1.00e+0","6.39e-1","3.79e-3","HMGA2,FGFR3"
"GOTERM_BP_DIRECT","epithelial cell-cell adhesion","2","144","17","26481","8.80e-2","6.54e-1","21.63","1.00e+0","6.39e-1","3.79e-3","ITGB5,KIFC3"
"GOTERM_BP_DIRECT","nitric oxide biosynthetic process","2","144","17","26481","8.80e-2","6.54e-1","21.63","1.00e+0","6.39e-1","3.79e-3","CYP1B1,RORA"
"GOTERM_BP_DIRECT","positive regulation of cartilage development","2","144","17","26481","8.80e-2","6.54e-1","21.63","1.00e+0","6.39e-1","3.79e-3","BMPR1B,SOX5"
"GOTERM_BP_DIRECT","epithelial cell development","2","144","17","26481","8.80e-2","6.54e-1","21.63","1.00e+0","6.39e-1","3.79e-3","TRP63,DLL1"
"GOTERM_MF_DIRECT","RNA polymerase II transcription regulatory region sequence-specific DNA binding","6","143","405","24402","8.83e-2","9.48e-1","2.53","1.00e+0","9.37e-1","3.24e-2","LHX1,ALX3,RORA,HOXB1,HIF1A,KLF15"
"GOTERM_CC_DIRECT","extracellular matrix","6","144","445","26676","9.18e-2","5.61e-1","2.50","1.00e+0","5.32e-1","3.41e-2","LMAN1,WNT11,PLXNB2,ADAM10,BMP7,FBLN2"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 12; calcium-binding","2","144","15","22331","9.19e-2","1.00e+0","20.68","1.00e+0","9.94e-1","4.10e-3","JAG2,JAG1"
"GOTERM_BP_DIRECT","lipid metabolic process","5","144","316","26481","9.25e-2","6.76e-1","2.91","1.00e+0","6.61e-1","2.95e-2","CERK,PMP22,LIPM,NKX1-1,CYP1B1"
"GOTERM_BP_DIRECT","cerebellar Purkinje cell differentiation","2","144","18","26481","9.29e-2","6.76e-1","20.43","1.00e+0","6.61e-1","4.24e-3","LHX1,RORA"
"GOTERM_BP_DIRECT","negative regulation of stem cell differentiation","2","144","18","26481","9.29e-2","6.76e-1","20.43","1.00e+0","6.61e-1","4.24e-3","JAG1,HES1"
"GOTERM_BP_DIRECT","trophoblast giant cell differentiation","2","144","18","26481","9.29e-2","6.76e-1","20.43","1.00e+0","6.61e-1","4.24e-3","ITGAV,NR2F2"
"GOTERM_BP_DIRECT","positive regulation of translation","3","144","95","26481","9.35e-2","6.76e-1","5.81","1.00e+0","6.61e-1","1.51e-2","LIN28A,CYP1B1,PLXNB2"
"GOTERM_BP_DIRECT","camera-type eye development","3","144","95","26481","9.35e-2","6.76e-1","5.81","1.00e+0","6.61e-1","1.51e-2","JAG1,MAB21L1,BMPR1B"
"SMART","EGF_CA","4","95","126","10959","9.39e-2","1.00e+0","3.66","1.00e+0","1.00e+0","2.38e-2","JAG2,JAG1,FBLN2,DLL1"
"GOTERM_MF_DIRECT","transcription factor binding","2","143","17","24402","9.45e-2","9.58e-1","20.08","1.00e+0","9.47e-1","4.38e-3","FHL2,FOXO1"
"GOTERM_MF_DIRECT","DNA-binding transcription repressor activity","2","143","17","24402","9.45e-2","9.58e-1","20.08","1.00e+0","9.47e-1","4.38e-3","HES1,HIF1A"
"UP_SEQ_FEATURE","DNA_BIND:Homeobox; TALE-type","2","144","16","22331","9.77e-2","1.00e+0","19.38","1.00e+0","9.94e-1","4.67e-3","MEIS1,IRX3"
"GOTERM_BP_DIRECT","male genitalia development","2","144","19","26481","9.78e-2","6.94e-1","19.36","1.00e+0","6.78e-1","4.73e-3","SOX2,CTNNB1"
"GOTERM_BP_DIRECT","keratinocyte proliferation","2","144","19","26481","9.78e-2","6.94e-1","19.36","1.00e+0","6.78e-1","4.73e-3","PTCH1,TRP63"
"GOTERM_BP_DIRECT","negative regulation of B cell apoptotic process","2","144","19","26481","9.78e-2","6.94e-1","19.36","1.00e+0","6.78e-1","4.73e-3","SLC39A10,IRS2"
"GOTERM_BP_DIRECT","aorta morphogenesis","2","144","19","26481","9.78e-2","6.94e-1","19.36","1.00e+0","6.78e-1","4.73e-3","JAG1,HES1"
"GOTERM_MF_DIRECT","polypeptide N-acetylgalactosaminyltransferase activity","2","143","18","24402","9.98e-2","9.80e-1","18.96","1.00e+0","9.69e-1","4.91e-3","GALNT2,GALNT1"

