Category;Term;Count;List Total;Pop Hits;Pop Total;P-Value;Benjamini;Fold Enrichment;Bonferroni;FDR;Fisher Exact;User Ids
GOTERM_BP_DIRECT;protein O-linked glycosylation;3;144;63;26481;4.57E-02;5.00E-01;8.76;1.00E+00;4.88E-01;4.93E-03;GALNT2,GALNT1,B3GNT2
INTERPRO;FN3_dom;5;146;207;22338;4.59E-02;1.00E+00;3.7;1.00E+00;1.00E+00;1.17E-02;PTPRU,BOC,CNTN2,MERTK,DSCAML1
UP_SEQ_FEATURE;DOMAIN:SH3;5;143;212;22331;4.67E-02;1.00E+00;3.68;1.00E+00;9.94E-01;1.19E-02;CACNB2,NCF2,PPP1R13L,SKAP1,MPP7
KEGG_PATHWAY;Thyroid hormone signaling pathway;4;76;120;11151;4.69E-02;4.52E-01;4.89;9.99E-01;4.31E-01;9.02E-03;CTNNB1,ITGAV,HIF1A,FOXO1
GOTERM_MF_DIRECT;protein kinase binding;8;143;564;24402;4.72E-02;6.66E-01;2.42;1.00E+00;6.58E-01;1.83E-02;CACNB2,IBTK,PLK2,CTNNB1,IRS2,HIF1A,RND3,SKAP1
GOTERM_BP_DIRECT;skin epidermis development;2;144;9;26481;4.76E-02;5.07E-01;40.87;1.00E+00;4.95E-01;1.03E-03;TRP63,DLL1
GOTERM_BP_DIRECT;positive regulation of cell proliferation in bone marrow;2;144;9;26481;4.76E-02;5.07E-01;40.87;1.00E+00;4.95E-01;1.03E-03;HMGA2,FGFR3
GOTERM_BP_DIRECT;adenohypophysis development;2;144;9;26481;4.76E-02;5.07E-01;40.87;1.00E+00;4.95E-01;1.03E-03;SOX2,HES1
GOTERM_BP_DIRECT;regulation of apoptotic signaling pathway;2;144;9;26481;4.76E-02;5.07E-01;40.87;1.00E+00;4.95E-01;1.03E-03;PMP22,TRP63
GOTERM_CC_DIRECT;apical plasma membrane;7;144;487;26676;4.77E-02;3.82E-01;2.66;1.00E+00;3.62E-01;1.68E-02;JAG1,SLC39A10,CTNNB1,DSG2,KCNN4,DLL1,AJAP1
UP_KW_DOMAIN;Repeat;46;114;4833;15097;4.78E-02;3.00E-01;1.26;5.43E-01;2.81E-01;3.66E-02;PTPRU,ITGB5,NCF2,HPCA,FHL2,LDLRAD3,AQP4,MSI2,DLL1,HIF1A,FBLN2,WFDC2,PCBP3,PPP1R13L,NRIP1,BOC,ITGAV,PHLDA1,JAG2,ABCA1,MBNL1,JAG1,PRKCH,KLF13,HACE1,PLK2,TPBG,TTC7B,HMGA2,KAZN,MERTK,KLF15,MPP7,TIAM1,IBTK,LIN28A,PDE10A,LHX1,PLXNB2,CTNNB1,CNTN2,DSG2,FGFR3,PDZRN3,MYL9,DSCAML1
GOTERM_MF_DIRECT;transcription cis-regulatory region binding;6;143;339;24402;4.85E-02;6.66E-01;3.02;1.00E+00;6.58E-01;1.50E-02;SOX2,HMGA2,ARID5B,TRP63,KLF15,SOX5
INTERPRO;FN3_sf;5;146;211;22338;4.89E-02;1.00E+00;3.63;1.00E+00;1.00E+00;1.27E-02;PTPRU,BOC,CNTN2,MERTK,DSCAML1
INTERPRO;EGF-like_Ca-bd_dom;4;146;126;22338;4.90E-02;1.00E+00;4.86;1.00E+00;1.00E+00;9.48E-03;JAG2,JAG1,FBLN2,DLL1
GOTERM_MF_DIRECT;transcription coactivator binding;3;143;61;24402;4.92E-02;6.66E-01;8.39;1.00E+00;6.58E-01;5.53E-03;RORA,HIF1A,FOXO1
INTERPRO;SH3-like_dom_sf;5;146;213;22338;5.03E-02;1.00E+00;3.59;1.00E+00;1.00E+00;1.31E-02;CACNB2,NCF2,PPP1R13L,SKAP1,MPP7
UP_KW_MOLECULAR_FUNCTION;DNA-binding;23;102;1959;12834;5.03E-02;5.34E-01;1.48;9.12E-01;5.34E-01;3.23E-02;TEAD4,KLF13,IRX3,HMGA2,ARID5B,TRP63,RORA,NR2F2,TBX6,FOXP4,KLF15,HIF1A,FOXO1,SOX2,MEIS1,PCBP3,LHX1,DMRTA1,ALX3,NKX1-1,HES1,HOXB1,SOX5
GOTERM_BP_DIRECT;negative regulation of mitotic nuclear division;2;144;10;26481;5.27E-02;5.36E-01;36.78;1.00E+00;5.23E-01;1.28E-03;BMP7,FGFR3
GOTERM_BP_DIRECT;negative regulation of low-density lipoprotein particle clearance;2;144;10;26481;5.27E-02;5.36E-01;36.78;1.00E+00;5.23E-01;1.28E-03;MYLIP,ITGAV
GOTERM_BP_DIRECT;connective tissue replacement involved in inflammatory response wound healing;2;144;10;26481;5.27E-02;5.36E-01;36.78;1.00E+00;5.23E-01;1.28E-03;FILIP1L,HIF1A
GOTERM_BP_DIRECT;multicellular organismal-level homeostasis;2;144;10;26481;5.27E-02;5.36E-01;36.78;1.00E+00;5.23E-01;1.28E-03;PPP1R13L,DLL1
GOTERM_BP_DIRECT;negative regulation of thymocyte apoptotic process;2;144;10;26481;5.27E-02;5.36E-01;36.78;1.00E+00;5.23E-01;1.28E-03;EFNA1,HIF1A
GOTERM_BP_DIRECT;detection of mechanical stimulus involved in sensory perception;2;144;10;26481;5.27E-02;5.36E-01;36.78;1.00E+00;5.23E-01;1.28E-03;PIEZO2,ASIC2
GOTERM_BP_DIRECT;negative regulation of glial cell apoptotic process;2;144;10;26481;5.27E-02;5.36E-01;36.78;1.00E+00;5.23E-01;1.28E-03;PRKCH,DLL1
GOTERM_MF_DIRECT;transcription coregulator activity;4;143;147;24402;5.43E-02;7.08E-01;4.64;1.00E+00;7.01E-01;1.10E-02;SUPT20,NRIP1,HMGA2,PPRC1
GOTERM_CC_DIRECT;bicellular tight junction;4;144;159;26676;5.44E-02;4.21E-01;4.66;1.00E+00;3.99E-01;1.10E-02;PMP22,CTNNB1,FRMD4B,MPP7
UP_SEQ_FEATURE;CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin);6;143;322;22331;5.51E-02;1.00E+00;2.91;1.00E+00;9.94E-01;1.77E-02;TIAM1,PTCH1,TRP63,IRS2,HIF1A,DLL1
KEGG_PATHWAY;Rap1 signaling pathway;5;76;214;11151;5.59E-02;4.96E-01;3.43;1.00E+00;4.73E-01;1.53E-02;EFNA1,TIAM1,CTNNB1,FGFR3,SKAP1
INTERPRO;SH3_domain;5;146;221;22338;5.62E-02;1.00E+00;3.46;1.00E+00;1.00E+00;1.52E-02;CACNB2,NCF2,PPP1R13L,SKAP1,MPP7
INTERPRO;Ig_I-set;4;146;133;22338;5.63E-02;1.00E+00;4.6;1.00E+00;1.00E+00;1.14E-02;BOC,CNTN2,FGFR3,DSCAML1
INTERPRO;Growth_fac_rcpt_cys_sf;4;146;133;22338;5.63E-02;1.00E+00;4.6;1.00E+00;1.00E+00;1.14E-02;JAG2,JAG1,FBLN2,DLL1
INTERPRO;Snake_toxin-like_sf;3;146;59;22338;5.63E-02;1.00E+00;7.78;1.00E+00;1.00E+00;6.81E-03;BMPR1B,LYPD6,LY6G6E
GOTERM_MF_DIRECT;cyclic-nucleotide phosphodiesterase activity;2;143;10;24402;5.67E-02;7.14E-01;34.13;1.00E+00;7.06E-01;1.49E-03;PDE10A,MPPED1
UP_KW_MOLECULAR_FUNCTION;Integrin;3;102;49;12834;5.68E-02;5.34E-01;7.7;9.36E-01;5.34E-01;6.89E-03;ITGB5,ADAM10,ITGAV
GOTERM_CC_DIRECT;extrinsic component of postsynaptic density membrane;2;144;11;26676;5.74E-02;4.30E-01;33.68;1.00E+00;4.08E-01;1.54E-03;TIAM1,PDE10A
GOTERM_BP_DIRECT;lung-associated mesenchyme development;2;144;11;26481;5.78E-02;5.59E-01;33.44;1.00E+00;5.46E-01;1.56E-03;WNT11,CTNNB1
GOTERM_BP_DIRECT;embryonic foregut morphogenesis;2;144;11;26481;5.78E-02;5.59E-01;33.44;1.00E+00;5.46E-01;1.56E-03;CTNNB1,FOXP4
GOTERM_BP_DIRECT;response to alkaloid;2;144;11;26481;5.78E-02;5.59E-01;33.44;1.00E+00;5.46E-01;1.56E-03;PTCH1,HES1
GOTERM_BP_DIRECT;tube morphogenesis;2;144;11;26481;5.78E-02;5.59E-01;33.44;1.00E+00;5.46E-01;1.56E-03;JAG1,BMP7
GOTERM_BP_DIRECT;fat pad development;2;144;11;26481;5.78E-02;5.59E-01;33.44;1.00E+00;5.46E-01;1.56E-03;HMGA2,ARID5B
GOTERM_BP_DIRECT;mesenchymal to epithelial transition;2;144;11;26481;5.78E-02;5.59E-01;33.44;1.00E+00;5.46E-01;1.56E-03;CTNNB1,DSG2
GOTERM_BP_DIRECT;desensitization of G protein-coupled receptor signaling pathway;2;144;11;26481;5.78E-02;5.59E-01;33.44;1.00E+00;5.46E-01;1.56E-03;ARRB1,LY6G6E
GOTERM_BP_DIRECT;response to mechanical stimulus;3;144;72;26481;5.79E-02;5.59E-01;7.66;1.00E+00;5.46E-01;7.14E-03;PTCH1,PIEZO2,ASIC2
KEGG_PATHWAY;Hedgehog signaling pathway;3;76;58;11151;5.79E-02;4.96E-01;7.59;1.00E+00;4.73E-01;7.18E-03;PTCH1,BOC,ARRB1
UP_SEQ_FEATURE;DOMAIN:Fibronectin type-III 4;3;143;62;22331;5.93E-02;1.00E+00;7.56;1.00E+00;9.94E-01;7.38E-03;PTPRU,CNTN2,DSCAML1
GOTERM_BP_DIRECT;negative regulation of cell migration;4;144;165;26481;6.02E-02;5.76E-01;4.46;1.00E+00;5.62E-01;1.27E-02;PTPRU,JAG1,TPM1,CYP1B1
GOTERM_BP_DIRECT;regulation of alternative mRNA splicing, via spliceosome;3;144;74;26481;6.08E-02;5.76E-01;7.46;1.00E+00;5.62E-01;7.70E-03;MBNL1,RBPMS,THUMPD2
UP_SEQ_FEATURE;DOMAIN:EGF-like 15;;;;;;;;;;;
UP_SEQ_FEATURE;DOMAIN:EGF-like 16;;;;;;;;;;;
UP_SEQ_FEATURE;TOPO_DOM:Lumenal;9;143;664;22331;6.20E-02;1.00E+00;2.12;1.00E+00;9.94E-01;2.73E-02;CHST9,LMAN1,GALNT2,GALNT1,TMEM94,B3GNT2,ASPHD2,STT3B,WLS
GOTERM_BP_DIRECT;negative regulation of cell adhesion mediated by integrin;2;144;12;26481;6.29E-02;5.76E-01;30.65;1.00E+00;5.62E-01;1.87E-03;EFNA1,CYP1B1
GOTERM_BP_DIRECT;vagina development;2;144;12;26481;6.29E-02;5.76E-01;30.65;1.00E+00;5.62E-01;1.87E-03;LHX1,MERTK
GOTERM_BP_DIRECT;nephron development;2;144;12;26481;6.29E-02;5.76E-01;30.65;1.00E+00;5.62E-01;1.87E-03;JAG1,DLL1
GOTERM_BP_DIRECT;lung epithelium development;2;144;12;26481;6.29E-02;5.76E-01;30.65;1.00E+00;5.62E-01;1.87E-03;HMGA2,FOXP4
GOTERM_BP_DIRECT;podocyte differentiation;2;144;12;26481;6.29E-02;5.76E-01;30.65;1.00E+00;5.62E-01;1.87E-03;EDNRB,KLF15
GOTERM_BP_DIRECT;response to sodium phosphate;2;144;12;26481;6.29E-02;5.76E-01;30.65;1.00E+00;5.62E-01;1.87E-03;EDNRB,FGFR3
GOTERM_BP_DIRECT;positive regulation of heterotypic cell-cell adhesion;2;144;12;26481;6.29E-02;5.76E-01;30.65;1.00E+00;5.62E-01;1.87E-03;BMP7,SKAP1
INTERPRO;Activin_recp;2;146;10;22338;6.31E-02;1.00E+00;30.6;1.00E+00;1.00E+00;1.84E-03;BMPR1B,LY6G6E
GOTERM_CC_DIRECT;glutamatergic synapse;10;144;930;26676;6.32E-02;4.52E-01;1.99;1.00E+00;4.29E-01;2.96E-02;TIAM1,LMAN1,PDE10A,ITGB5,DPYSL5,HPCA,CTNNB1,ADAM10,GRIK1,ARRB1
GOTERM_CC_DIRECT;Golgi cisterna membrane;3;144;77;26676;6.43E-02;4.52E-01;7.22;1.00E+00;4.29E-01;8.42E-03;HACE1,GALNT2,GALNT1
UP_SEQ_FEATURE;DOMAIN:Ig-like C2-type 4;3;143;65;22331;6.44E-02;1.00E+00;7.21;1.00E+00;9.94E-01;8.41E-03;BOC,CNTN2,DSCAML1
GOTERM_MF_DIRECT;zinc ion binding;19;143;2115;24402;6.58E-02;8.01E-01;1.53;1.00E+00;7.92E-01;4.04E-02;PLEKHF2,MYLIP,MBNL1,PRKCH,KLF13,ZFAND3,PTCH1,ZFP503,FHL2,ZFP608,RORA,NR2F2,FOXP4,KLF15,IRF2BPL,RNF157,LIN28A,LHX1,PDZRN3
KEGG_PATHWAY;Basal cell carcinoma;3;76;63;11151;6.70E-02;5.43E-01;6.99;1.00E+00;5.19E-01;9.01E-03;WNT11,PTCH1,CTNNB1
GOTERM_CC_DIRECT;beta-catenin-TCF complex;2;144;13;26676;6.75E-02;4.55E-01;28.5;1.00E+00;4.32E-01;2.17E-03;CTNNB1,BCL9L
GOTERM_BP_DIRECT;cardiac right ventricle morphogenesis;2;144;13;26481;6.80E-02;6.08E-01;28.29;1.00E+00;5.94E-01;2.20E-03;JAG1,PPP1R13L
GOTERM_BP_DIRECT;positive regulation of epithelial cell differentiation;2;144;13;26481;6.80E-02;6.08E-01;28.29;1.00E+00;5.94E-01;2.20E-03;SOX2,CTNNB1
GOTERM_BP_DIRECT;morphogenesis of embryonic epithelium;2;144;13;26481;6.80E-02;6.08E-01;28.29;1.00E+00;5.94E-01;2.20E-03;JAG2,CTNNB1
GOTERM_BP_DIRECT;regulation of epithelial to mesenchymal transition;2;144;13;26481;6.80E-02;6.08E-01;28.29;1.00E+00;5.94E-01;2.20E-03;TIAM1,CTNNB1
