# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0051056	regulation of small GTPase mediated signal transduction	226	2.252275e-4	1.000000e+0	1.281405e-2	1.841656e+0	2.171959e+1	40	2.708178e-2	4.987531e-2	164	4.743851e-7	6.099644e-3	3.719295e-5	2.553712e+0	1.331395e+1	34	236	2.816901e-2	1.440678e-1	chr10_3747341_3748073,chr10_3839741_3840429,chr10_75124459_75125489,chr11_76658997_76659767,chr11_76665836_76666657,chr13_63240159_63240699,chr13_95565038_95566141,chr13_98214102_98214526,chr15_27797400_27797894,chr16_73245207_73245555,chr16_91840568_91841329,chr18_35966112_35966624,chr18_36121808_36122222,chr19_25221350_25222386,chr19_25353194_25353718,chr19_43897449_43897736,chr1_156915928_156916486,chr1_186455123_186455862,chr2_158401703_158401910,chr2_158402066_158402734,chr2_166251223_166252031,chr2_35942231_35942705,chr3_87529218_87530902,chr3_98056420_98057176,chr4_140420762_140421557,chr4_152082698_152083435,chr4_154573900_154574575,chr5_131656640_131657143,chr5_136392684_136393673,chr5_136462475_136463073,chr5_22254478_22254904,chr5_47558667_47559059,chr7_29480825_29481695,chr7_75435404_75436403,chr7_99534063_99534627,chr7_99534793_99535006,chr8_124827575_124827840,chr8_125434556_125435176,chr8_127958253_127958967,chr9_46152201_46152964	Abr,Akap13,Apoa1,Arhgef10l,Arhgef11,Arhgef16,Arhgef28,Arrb1,Auts2,Bcr,Dab2ip,Dnmbp,F2r,F2rl1,Fbp1,Itsn1,Kank1,Notch2,Nrp1,Plekhg1,Plekhg5,Prex1,Psd2,Ralgapb,Ralgps2,Reln,Robo1,Sh2b2,Sipa1l2,Sipa1l3,Slit2,Tgfb2,Trim67,Trio
GO Biological Process	GO:0072164	mesonephric tubule development	227	2.253895e-4	1.000000e+0	1.276678e-2	2.059306e+0	1.456802e+1	30	1.816461e-2	3.740648e-2	109	1.101393e-8	1.416171e-4	1.299240e-6	4.104914e+0	5.359430e+0	22	95	1.822701e-2	2.315789e-1	chr11_113041971_113042973,chr11_113494011_113494255,chr11_116403669_116404708,chr14_46604231_46604780,chr14_46661413_46662327,chr15_62314386_62315145,chr15_62465242_62466106,chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr17_87532148_87533518,chr18_75170882_75171432,chr18_75410060_75411130,chr19_44741167_44741700,chr1_14010618_14011255,chr1_178748293_178748615,chr2_102864644_102865304,chr2_113440122_113441079,chr2_133716790_133717304,chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470,chr2_9577200_9578234,chr3_39838360_39839022,chr5_47558667_47559059,chr7_130256612_130257834,chr7_130381334_130382363,chr9_120884512_120885816,chr9_63668508_63669046,chr9_63932686_63933176	Bmp2,Bmp4,Bmp7,Cd44,Ctnnb1,Epcam,Eya1,Fat4,Fgfr2,Fmn1,Foxj1,Gata3,Grem1,Hes1,Kif26b,Myc,Pax2,Slit2,Smad3,Smad6,Smad7,Sox9
GO Biological Process	GO:1902455	negative regulation of stem cell population maintenance	228	2.329046e-4	1.000000e+0	1.313459e-2	9.339991e+0	5.353324e-1	5	6.674968e-4	6.234414e-3	789	3.148987e-3	1.000000e+0	5.131771e-2	8.862883e+0	3.384903e-1	3	6	2.485501e-3	5.000000e-1	chr15_37198059_37198528,chr19_44741167_44741700,chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470	Bmp7,Pax2,Zfp706
GO Biological Process	GO:0007420	brain development	229	2.362641e-4	1.000000e+0	1.326587e-2	1.398851e+0	7.863594e+1	110	9.804980e-2	1.371571e-1	13	1.064398e-14	1.368603e-10	1.052771e-11	2.312056e+0	4.152148e+1	96	736	7.953604e-2	1.304348e-1	chr10_117108618_117109054,chr10_120544553_120545224,chr10_62208411_62208904,chr10_75124459_75125489,chr11_113613699_113614629,chr11_116403669_116404708,chr11_120074796_120075392,chr11_73188351_73189093,chr11_76658997_76659767,chr11_76665836_76666657,chr11_97365692_97366164,chr12_104426697_104427368,chr12_73859357_73860555,chr12_81278675_81278820,chr13_16825549_16825926,chr13_40717159_40717513,chr13_53519628_53520377,chr13_53520621_53521014,chr13_63240159_63240699,chr14_103939786_103940481,chr14_112366124_112366707,chr14_118021292_118022519,chr14_27684364_27684807,chr14_28465862_28466584,chr14_46604231_46604780,chr14_46661413_46662327,chr14_96351328_96351479,chr15_37198059_37198528,chr15_4100872_4101377,chr16_21284771_21285980,chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr16_37962282_37962696,chr16_73245207_73245555,chr16_8502419_8502744,chr17_15259149_15259970,chr17_46607336_46608758,chr18_37821240_37821851,chr18_81054014_81054728,chr18_81085635_81086120,chr19_16135080_16135454,chr19_44741167_44741700,chr19_56105678_56106277,chr19_59865807_59866924,chr1_118890995_118891950,chr1_132565503_132565954,chr1_133695244_133696778,chr1_194294926_194295921,chr1_194637575_194638345,chr1_54853271_54853993,chr1_69591449_69591865,chr2_102864644_102865304,chr2_12144741_12145685,chr2_133716790_133717304,chr2_137828048_137829042,chr2_138302840_138303516,chr2_165275048_165276108,chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470,chr2_33604536_33605368,chr2_35942231_35942705,chr2_71511943_71512800,chr3_104997213_104998102,chr3_108425556_108426165,chr3_115638461_115638620,chr3_127745520_127745892,chr3_131107045_131107467,chr3_131177548_131178523,chr3_131244276_131244734,chr3_141482355_141482849,chr3_29381545_29381970,chr3_34808824_34809188,chr3_39838360_39839022,chr3_50427414_50427997,chr3_55538955_55539973,chr4_106816047_106816653,chr4_106848718_106848955,chr4_129130337_129131043,chr4_133813872_133814258,chr4_22422498_22422728,chr4_8766424_8766605,chr5_112718591_112718989,chr5_118778230_118778653,chr5_13058938_13059503,chr5_22254478_22254904,chr5_33696560_33697996,chr5_47558667_47559059,chr5_51667389_51667875,chr6_104716113_104716473,chr6_113795208_113795885,chr6_121057146_121057812,chr6_126183823_126184396,chr6_128338888_128339485,chr6_134604589_134605201,chr6_23291903_23293060,chr6_91323314_91324229,chr6_91324366_91325813,chr7_130256612_130257834,chr7_130381334_130382363,chr7_46554461_46554878,chr7_70706298_70707288,chr7_99431812_99432597,chr8_124827575_124827840,chr8_125434556_125435176,chr8_127958253_127958967,chr8_93933077_93933272,chr9_120884512_120885816,chrX_110864195_110864371	Aatk,Abat,Abr,Arid1a,Atp2b2,Atp2b4,Bcr,Bid,Bmp2,Bmp4,Bmp7,Btbd3,Cdh22,Celsr2,Chd7,Cntn2,Cntn4,Ctnnb1,Ctns,Dab2ip,Dclk1,Dct,Diaph1,Disc1,Dll1,Dlx1,Drd1,Emx2,Ephb3,Erbb4,Fancc,Fat4,Fezf1,Fgfr2,Fgfr3,Foxj1,Frs2,Gdpd5,Gli2,Gnao1,Gnaq,Gnpat,Grhl2,Gsc,Gsk3b,Hes1,Hif1a,Hmga2,Hpca,Inhba,Itga8,Kcnc1,Klhl1,Lef1,Lmx1b,Lrp6,Mecom,Neurog2,Neurog3,Nr2f2,Nrp1,Ntf3,Oxct1,Pax2,Pcdh18,Pgap1,Plxna2,Pou3f2,Pou3f4,Pou4f1,Ppargc1a,Reln,Robo1,S1pr1,Sall3,Sema3a,Sez6l,Slc1a2,Slc7a11,Slc8a3,Slit2,Slitrk5,Socs7,Sox2,Srf,Ssbp3,Sstr2,Tbx3,Tcf7l2,Tfap2a,Tfap2c,Tulp3,Unc5c,Wnt2b,Wnt5a,Wnt7a
GO Biological Process	GO:0060561	apoptotic process involved in morphogenesis	230	2.468617e-4	1.000000e+0	1.380064e-2	5.832499e+0	1.200172e+0	7	1.496473e-3	8.728180e-3	1279	1.633424e-2	1.000000e+0	1.642108e-1	3.939059e+0	1.015471e+0	4	18	3.314002e-3	2.222222e-1	chr12_112877453_112878626,chr12_112885063_112885829,chr17_31705221_31705999,chr3_131107045_131107467,chr3_131177548_131178523,chr3_131244276_131244734,chr9_50832148_50832691	Cryaa,Jag2,Lef1,Ppp2r1b
GO Biological Process	GO:0048546	digestive tract morphogenesis	231	2.483360e-4	1.000000e+0	1.382296e-2	2.486397e+0	8.043768e+0	20	1.002964e-2	2.493766e-2	147	1.846911e-7	2.374758e-3	1.615482e-5	4.923824e+0	3.046413e+0	15	54	1.242751e-2	2.777778e-1	chr12_71433679_71434262,chr12_73859357_73860555,chr14_27684364_27684807,chr14_28465862_28466584,chr14_46604231_46604780,chr14_46661413_46662327,chr16_21284771_21285980,chr16_25690575_25691220,chr16_25794750_25794906,chr17_47952464_47952829,chr19_56105678_56106277,chr1_118890995_118891950,chr1_119577313_119578072,chr5_33696560_33697996,chr5_75309625_75309885,chr7_130256612_130257834,chr7_130381334_130382363,chr9_120884512_120885816,chr9_63668508_63669046,chr9_63932686_63933176	Bmp4,Ctnnb1,Dact1,Epb41l5,Ephb3,Fgfr2,Fgfr3,Foxp4,Gli2,Hif1a,Pdgfra,Smad3,Tcf7l2,Trp63,Wnt5a
GO Biological Process	GO:0090175	regulation of establishment of planar polarity	232	2.486412e-4	1.000000e+0	1.378030e-2	3.470717e+0	3.457499e+0	12	4.311096e-3	1.496259e-2	432	2.070123e-4	1.000000e+0	6.161491e-3	4.198208e+0	2.143772e+0	9	38	7.456504e-3	2.368421e-1	chr11_5411624_5411884,chr11_5416208_5417393,chr12_71433679_71434262,chr13_53195912_53196807,chr13_53230420_53231396,chr14_27684364_27684807,chr14_28465862_28466584,chr15_85890308_85890476,chr17_46607336_46608758,chr4_135590415_135591703,chr5_4685598_4686312,chr6_134604589_134605201	Celsr1,Dact1,Fzd1,Grhl3,Lrp6,Ptk7,Ror2,Wnt5a,Znrf3
GO Biological Process	GO:0045786	negative regulation of cell cycle	233	2.495508e-4	1.000000e+0	1.377135e-2	1.691672e+0	3.014770e+1	51	3.759064e-2	6.359102e-2	355	7.294077e-5	9.378724e-1	2.641894e-3	1.887679e+0	2.171979e+1	41	385	3.396852e-2	1.064935e-1	chr10_120544553_120545224,chr10_28211529_28212466,chr12_112877453_112878626,chr12_112885063_112885829,chr12_71433679_71434262,chr12_79755522_79756061,chr12_79756256_79756684,chr12_99490568_99491362,chr13_16825549_16825926,chr13_24770344_24770562,chr13_28718434_28719229,chr13_28719382_28719692,chr13_29746371_29747240,chr14_46604231_46604780,chr14_46661413_46662327,chr14_73355419_73356067,chr15_62314386_62315145,chr15_62465242_62466106,chr16_25690575_25691220,chr16_25794750_25794906,chr17_44965847_44966423,chr19_25353194_25353718,chr19_56105678_56106277,chr1_186455123_186455862,chr1_51644903_51645280,chr2_133716790_133717304,chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470,chr2_35942231_35942705,chr2_9577200_9578234,chr3_146723127_146723946,chr3_30999618_31000202,chr3_34808824_34809188,chr3_41563433_41563670,chr3_98056420_98057176,chr4_114937144_114937870,chr4_3909306_3909834,chr4_89644597_89644906,chr5_140061280_140062710,chr5_31988722_31988873,chr5_33696560_33697996,chr6_66009234_66010113,chr6_88974359_88974961,chr7_130256612_130257834,chr7_130381334_130382363,chr7_131627540_131628128,chr7_70706298_70707288,chr9_120884512_120885816,chr9_63668508_63669046,chr9_63932686_63933176	Babam2,Bmp2,Bmp4,Bmp7,Bub3,Cdc5l,Cdkn2b,Cdkn3,Ctnnb1,Dab2ip,Dact1,Dmrt1,Fgfr2,Fgfr3,Foxe3,Foxn3,Gata3,Gmnn,Gpr132,Hmga2,Inhba,Jade1,Mad1l1,Mad2l1,Mos,Myc,Nabp1,Notch2,Nr2f2,Prkacb,Ptprk,Rb1,Skil,Smad3,Sox2,Sox4,Tcf7l2,Tgfb2,Tpra1,Trp63,Zfp36l1
GO Biological Process	GO:1990134	epithelial cell apoptotic process involved in palatal shelf morphogenesis	234	2.550553e-4	1.000000e+0	1.401496e-2	8.782976e+1	2.277133e-2	2	2.839317e-5	2.493766e-3	1970	5.641505e-2	1.000000e+0	3.682156e-1	1.772577e+1	5.641505e-2	1	1	8.285004e-4	1.000000e+0	chr12_112877453_112878626,chr12_112885063_112885829	Jag2
GO Biological Process	GO:0042472	inner ear morphogenesis	235	2.555463e-4	1.000000e+0	1.398219e-2	2.073208e+0	1.398799e+1	29	1.744138e-2	3.615960e-2	107	1.025341e-8	1.318383e-4	1.232134e-6	3.832598e+0	6.262071e+0	24	111	1.988401e-2	2.162162e-1	chr10_126034869_126035096,chr10_75124459_75125489,chr11_113041971_113042973,chr11_113494011_113494255,chr11_34231349_34232201,chr11_76658997_76659767,chr11_76665836_76666657,chr13_40717159_40717513,chr13_53195912_53196807,chr13_53230420_53231396,chr14_27684364_27684807,chr14_28465862_28466584,chr15_85890308_85890476,chr17_15259149_15259970,chr17_46607336_46608758,chr19_44741167_44741700,chr1_118890995_118891950,chr1_14010618_14011255,chr2_12144741_12145685,chr2_9577200_9578234,chr3_34808824_34809188,chr4_135590415_135591703,chr4_8766424_8766605,chr5_38297657_38298683,chr6_113795208_113795885,chr6_6597509_6598097,chr7_130256612_130257834,chr7_130381334_130382363,chrX_110864195_110864371	Abr,Atp2b2,Bcr,Celsr1,Chd7,Dll1,Dlx6,Eya1,Fgfr2,Foxi1,Gata3,Gli2,Grhl3,Itga8,Lrig3,Otop1,Pax2,Pou3f4,Ptk7,Ror2,Sox2,Sox9,Tfap2a,Wnt5a
GO Biological Process	GO:0060322	head development	236	2.567435e-4	1.000000e+0	1.398817e-2	1.385753e+0	8.226572e+1	114	1.025757e-1	1.421446e-1	12	3.625231e-15	4.661322e-11	3.884435e-12	2.292321e+0	4.406015e+1	101	781	8.367854e-2	1.293214e-1	chr10_117108618_117109054,chr10_120544553_120545224,chr10_62208411_62208904,chr10_75124459_75125489,chr11_113613699_113614629,chr11_116403669_116404708,chr11_120074796_120075392,chr11_73188351_73189093,chr11_76658997_76659767,chr11_76665836_76666657,chr11_97365692_97366164,chr12_104426697_104427368,chr12_73859357_73860555,chr12_81278675_81278820,chr13_16825549_16825926,chr13_40717159_40717513,chr13_53519628_53520377,chr13_53520621_53521014,chr13_63240159_63240699,chr14_103939786_103940481,chr14_112366124_112366707,chr14_118021292_118022519,chr14_27684364_27684807,chr14_28465862_28466584,chr14_46604231_46604780,chr14_46661413_46662327,chr14_96351328_96351479,chr15_37198059_37198528,chr15_4100872_4101377,chr16_21284771_21285980,chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr16_37962282_37962696,chr16_73245207_73245555,chr16_8502419_8502744,chr17_15259149_15259970,chr17_46607336_46608758,chr18_37821240_37821851,chr18_81054014_81054728,chr18_81085635_81086120,chr19_16135080_16135454,chr19_44741167_44741700,chr19_56105678_56106277,chr19_59865807_59866924,chr1_118890995_118891950,chr1_132565503_132565954,chr1_133695244_133696778,chr1_186455123_186455862,chr1_194294926_194295921,chr1_194637575_194638345,chr1_54853271_54853993,chr1_69591449_69591865,chr2_102864644_102865304,chr2_12144741_12145685,chr2_133716790_133717304,chr2_137828048_137829042,chr2_138302840_138303516,chr2_141289008_141289842,chr2_165275048_165276108,chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470,chr2_33604536_33605368,chr2_35942231_35942705,chr2_71511943_71512800,chr3_104997213_104998102,chr3_108425556_108426165,chr3_115638461_115638620,chr3_127745520_127745892,chr3_131107045_131107467,chr3_131177548_131178523,chr3_131244276_131244734,chr3_141482355_141482849,chr3_29381545_29381970,chr3_34808824_34809188,chr3_39838360_39839022,chr3_50427414_50427997,chr3_55538955_55539973,chr4_106816047_106816653,chr4_106848718_106848955,chr4_129130337_129131043,chr4_133813872_133814258,chr4_22422498_22422728,chr4_8766424_8766605,chr5_112718591_112718989,chr5_118778230_118778653,chr5_13058938_13059503,chr5_22254478_22254904,chr5_33696560_33697996,chr5_47558667_47559059,chr5_51667389_51667875,chr5_75309625_75309885,chr6_104716113_104716473,chr6_113795208_113795885,chr6_121057146_121057812,chr6_126183823_126184396,chr6_128338888_128339485,chr6_134604589_134605201,chr6_23291903_23293060,chr6_6597509_6598097,chr6_91323314_91324229,chr6_91324366_91325813,chr7_130256612_130257834,chr7_130381334_130382363,chr7_46554461_46554878,chr7_70706298_70707288,chr7_99431812_99432597,chr8_124827575_124827840,chr8_125434556_125435176,chr8_127958253_127958967,chr8_93933077_93933272,chr9_120884512_120885816,chrX_110864195_110864371	Aatk,Abat,Abr,Arid1a,Atp2b2,Atp2b4,Bcr,Bid,Bmp2,Bmp4,Bmp7,Btbd3,Cdh22,Celsr2,Chd7,Cntn2,Cntn4,Ctnnb1,Ctns,Dab2ip,Dclk1,Dct,Diaph1,Disc1,Dll1,Dlx1,Dlx6,Drd1,Emx2,Ephb3,Erbb4,Fancc,Fat4,Fezf1,Fgfr2,Fgfr3,Flrt3,Foxj1,Frs2,Gdpd5,Gli2,Gnao1,Gnaq,Gnpat,Grhl2,Gsc,Gsk3b,Hes1,Hif1a,Hmga2,Hpca,Inhba,Itga8,Kcnc1,Klhl1,Lef1,Lmx1b,Lrp6,Mecom,Neurog2,Neurog3,Nr2f2,Nrp1,Ntf3,Oxct1,Pax2,Pcdh18,Pdgfra,Pgap1,Plxna2,Pou3f2,Pou3f4,Pou4f1,Ppargc1a,Reln,Robo1,S1pr1,Sall3,Sema3a,Sez6l,Slc1a2,Slc7a11,Slc8a3,Slit2,Slitrk5,Socs7,Sox2,Specc1l,Srf,Ssbp3,Sstr2,Tbx3,Tcf7l2,Tfap2a,Tfap2c,Tgfb2,Tulp3,Unc5c,Wnt2b,Wnt5a,Wnt7a
GO Biological Process	GO:0051338	regulation of transferase activity	237	2.586147e-4	1.000000e+0	1.403067e-2	1.435644e+0	6.686893e+1	96	8.337772e-2	1.197007e-1	126	3.930438e-8	5.053757e-4	4.010918e-6	1.815911e+0	4.846053e+1	88	859	7.290804e-2	1.024447e-1	chr10_111080118_111081147,chr10_117108618_117109054,chr10_77497736_77497939,chr10_9557370_9558074,chr11_119820728_119821522,chr11_18266053_18266525,chr11_97365692_97366164,chr11_99138735_99139664,chr13_102141839_102143048,chr13_102486100_102486522,chr13_111980188_111980631,chr13_51854164_51854621,chr13_52342865_52343599,chr13_52738388_52738799,chr13_53195912_53196807,chr13_53230420_53231396,chr13_92644958_92645811,chr13_95565038_95566141,chr14_27684364_27684807,chr14_28465862_28466584,chr14_29202911_29203439,chr14_46604231_46604780,chr14_46661413_46662327,chr14_55799079_55799290,chr14_73355419_73356067,chr15_103546326_103546579,chr15_37198059_37198528,chr15_59413247_59413916,chr15_59414039_59414285,chr15_62314386_62315145,chr15_62465242_62466106,chr15_80097212_80097334,chr16_73245207_73245555,chr17_46003245_46003924,chr18_56678579_56679151,chr18_65559481_65560577,chr18_75170882_75171432,chr18_75410060_75411130,chr19_16135080_16135454,chr1_133695244_133696778,chr1_137932278_137932925,chr1_178748293_178748615,chr1_186455123_186455862,chr1_69591449_69591865,chr1_77219706_77220495,chr1_77370602_77371463,chr2_102864644_102865304,chr2_113440122_113441079,chr2_119997324_119998535,chr2_133716790_133717304,chr2_141289008_141289842,chr2_166251223_166252031,chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470,chr2_174661185_174661931,chr2_35942231_35942705,chr2_68245308_68245816,chr3_129705227_129705726,chr3_143984701_143985494,chr3_144643069_144643708,chr4_31853771_31854234,chr4_31880186_31880676,chr4_3909306_3909834,chr4_89644597_89644906,chr5_113937543_113938038,chr5_115489652_115490228,chr5_122811923_122812440,chr5_134255161_134255557,chr5_149142674_149143895,chr5_16081954_16082631,chr5_22254478_22254904,chr5_33696560_33697996,chr5_75309625_75309885,chr6_119307751_119308426,chr6_126183823_126184396,chr6_134604589_134605201,chr6_134669468_134670314,chr6_60739532_60740699,chr6_66009234_66010113,chr6_77000023_77000682,chr7_63111855_63112241,chr7_70706298_70707288,chr7_75435404_75436403,chr7_99534063_99534627,chr7_99534793_99535006,chr8_27309902_27310130,chr8_61063401_61064452,chr9_105659784_105660189,chr9_120884512_120885816,chr9_41090940_41091681,chr9_41985054_41985607,chr9_43863773_43864373,chr9_85394862_85395432,chrX_13373071_13373741,chrX_17853805_17854008	Adarb1,Akap13,Arrb1,Atp2b4,Bmp2,Bmp4,Bmp7,Camkk2,Ccr7,Cct2,Cd44,Cdkn2b,Chmp6,Chrna7,Coro1c,Ctnnb1,Dab2ip,Ddx3x,Dusp16,Dusp21,Edn3,Egf,Epha4,Erbb4,Etaa1,F2r,Fgfr3,Flrt3,Frs2,Gadd45g,Gnaq,Grem1,Grhl2,Hgf,Hmgb1,Ibtk,Kit,Lax1,Lmnb1,Lmo4,Lrp6,Lrrtm1,Lrtm1,Lrtm2,Mad2l1,Malt1,Map3k1,Map3k7,Mapkbp1,Mos,Myc,Ncf1,Nek1,Nr2f2,Ntf3,Nyx,Osbpl8,Pdgfra,Pik3r1,Pik3r4,Ppp1r1a,Prex1,Ptprc,Pxn,Rb1,Reln,Ripk3,Robo1,Ror2,Rptor,Sash1,Serinc5,Sh3glb1,Smad7,Smyd3,Snca,Socs7,Sorl1,Stk39,Syk,Tab1,Tex24,Tgfb2,Thy1,Trib1,Ubash3b,Vegfa,Wnt5a
GO Biological Process	GO:0030917	midbrain-hindbrain boundary development	238	2.645421e-4	1.000000e+0	1.429194e-2	6.987918e+0	8.586249e-1	6	1.070605e-3	7.481297e-3	1169	1.163871e-2	1.000000e+0	1.280159e-1	5.908589e+0	5.077355e-1	3	9	2.485501e-3	3.333333e-1	chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr4_106816047_106816653,chr4_106848718_106848955,chr6_134604589_134605201	Hes1,Lrp6,Ssbp3
GO Biological Process	GO:0090068	positive regulation of cell cycle process	239	2.703429e-4	1.000000e+0	1.454422e-2	1.983657e+0	1.613182e+1	32	2.011449e-2	3.990025e-2	779	2.930381e-3	1.000000e+0	4.836821e-2	1.870150e+0	1.229848e+1	23	218	1.905551e-2	1.055046e-1	chr10_120544553_120545224,chr11_119820728_119821522,chr12_16845361_16845784,chr12_79755522_79756061,chr12_79756256_79756684,chr13_28718434_28719229,chr13_28719382_28719692,chr13_29746371_29747240,chr13_53519628_53520377,chr13_53520621_53521014,chr14_103939786_103940481,chr14_27684364_27684807,chr14_28465862_28466584,chr14_73355419_73356067,chr15_59413247_59413916,chr15_59414039_59414285,chr16_25690575_25691220,chr16_25794750_25794906,chr19_25353194_25353718,chr2_174661185_174661931,chr2_35942231_35942705,chr2_59403588_59404692,chr3_129705227_129705726,chr3_131107045_131107467,chr3_131177548_131178523,chr3_131244276_131244734,chr6_126183823_126184396,chr6_66009234_66010113,chr7_130256612_130257834,chr9_122760697_122761350,chr9_61954715_61954953,chrX_13373071_13373741	Dab2ip,Ddx3x,Dmrt1,Edn3,Egf,Hmga2,Kcna5,Kif23,Lef1,Mad2l1,Msx2,Nsmce2,Pkp4,Pou4f1,Rad51b,Rb1,Rock2,Rptor,Sox4,Topaz1,Trp63,Wdr11,Wnt5a
GO Biological Process	GO:0080135	regulation of cellular response to stress	240	2.850599e-4	1.000000e+0	1.527208e-2	1.535275e+0	4.624580e+1	71	5.766309e-2	8.852868e-2	331	5.091040e-5	6.546059e-1	1.977661e-3	1.734728e+0	3.170526e+1	55	562	4.556752e-2	9.786477e-2	chr10_120544553_120545224,chr10_84287158_84287940,chr10_9557370_9558074,chr11_18266053_18266525,chr11_99138735_99139664,chr12_71433679_71434262,chr12_73859357_73860555,chr13_102141839_102143048,chr13_102486100_102486522,chr13_111980188_111980631,chr13_51854164_51854621,chr13_52342865_52343599,chr13_52738388_52738799,chr13_53195912_53196807,chr13_53230420_53231396,chr13_95565038_95566141,chr14_27684364_27684807,chr14_28465862_28466584,chr14_60868288_60869234,chr14_60873005_60873687,chr15_62314386_62315145,chr15_62465242_62466106,chr16_25690575_25691220,chr16_25794750_25794906,chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr16_76805182_76805860,chr16_76912124_76912722,chr16_94718566_94719556,chr16_94785693_94786012,chr17_46003245_46003924,chr18_56678579_56679151,chr1_14010618_14011255,chr1_185364113_185364289,chr1_186455123_186455862,chr1_194637575_194638345,chr1_77219706_77220495,chr1_77370602_77371463,chr2_102864644_102865304,chr2_119997324_119998535,chr2_133716790_133717304,chr2_35942231_35942705,chr2_92036876_92037367,chr3_104541864_104542080,chr3_29381545_29381970,chr3_30999618_31000202,chr3_52138059_52139343,chr4_125318813_125319618,chr4_31853771_31854234,chr4_31880186_31880676,chr5_134255161_134255557,chr5_149142674_149143895,chr5_16081954_16082631,chr5_17888686_17889080,chr5_31988722_31988873,chr5_4685598_4686312,chr6_100823129_100824075,chr6_101260555_101261285,chr6_121057146_121057812,chr6_131420352_131421354,chr6_38738179_38738573,chr6_91323314_91324229,chr6_91324366_91325813,chr7_100677008_100678596,chr7_100720521_100721135,chr7_136790906_136791902,chr8_61063401_61064452,chr8_61221042_61222116,chr9_120884512_120885816,chr9_43863773_43864373	Babam2,Bid,Bmp2,Ccr7,Cd34,Cd36,Cd44,Creb3l1,Ctnnb1,Dab2ip,Dact1,Dyrk1a,Epha4,Etaa1,Eya1,F2rl1,Fam168a,Foxo1,Fzd1,Gadd45g,Hgf,Hif1a,Hipk2,Hmga2,Hmgb1,Lmnb1,Lrig2,Map3k1,Map3k7,Mapkbp1,Mecom,Mgmt,Myc,Ncf1,Nek1,Nuak1,Opa1,Pik3r1,Ppp4r2,Ror2,Sash1,Sh3rf1,Skil,Slc30a10,Syk,Tgfb2,Thy1,Tnfrsf19,Trp63,Usp25,Vegfa,Wnt5a,Wnt7a,Ybx3,Zc3h12a
GO Biological Process	GO:0072089	stem cell proliferation	241	2.860528e-4	1.000000e+0	1.526169e-2	2.798658e+0	5.717027e+0	16	7.128462e-3	1.995012e-2	443	2.510346e-4	1.000000e+0	7.286237e-3	3.481847e+0	3.159243e+0	11	56	9.113505e-3	1.964286e-1	chr10_117108618_117109054,chr11_5411624_5411884,chr11_5416208_5417393,chr14_118021292_118022519,chr14_27684364_27684807,chr14_28465862_28466584,chr1_194637575_194638345,chr3_104997213_104998102,chr3_131107045_131107467,chr3_131177548_131178523,chr3_131244276_131244734,chr3_29381545_29381970,chr6_134604589_134605201,chr6_143837526_143837920,chr7_130256612_130257834,chr7_130381334_130382363	Cd34,Dct,Fgfr2,Frs2,Lef1,Lrp6,Mecom,Sox5,Wnt2b,Wnt5a,Znrf3
