# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included																					
# Ontology summary statistics are provided in the footer.																							
#																							
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0034456	UTP-C complex	55	2.69E-02	1.00E+00	8.00E-01	3.66E+01	2.73E-02	1	2.82E-05	1.03E-03	188	1.26E-01	1.00E+00	1.00E+00	7.67E+00	1.30E-01	1	2	7.17E-04	5.00E-01	chr4_41107658_41108957	Nol6
GO Cellular Component	GO:0032545	CURI complex	55	2.69E-02	1.00E+00	8.00E-01	3.66E+01	2.73E-02	1	2.82E-05	1.03E-03	188	1.26E-01	1.00E+00	1.00E+00	7.67E+00	1.30E-01	1	2	7.17E-04	5.00E-01	chr4_41107658_41108957	Nol6
GO Cellular Component	GO:0005782	peroxisomal matrix	57	2.72E-02	1.00E+00	7.79E-01	4.69E+00	6.40E-01	3	6.62E-04	3.10E-03	111	5.87E-02	1.00E+00	8.63E-01	3.29E+00	9.13E-01	3	14	2.15E-03	2.14E-01	chr13_35603454_35603794,chr6_71156292_71157263,chr8_124827575_124827840	Eci2,Fabp1,Gnpat
GO Cellular Component	GO:0005758	mitochondrial intermembrane space	58	2.72E-02	1.00E+00	7.66E-01	2.27E+00	3.52E+00	8	3.64E-03	8.27E-03	483	4.35E-01	1.00E+00	1.00E+00	1.14E+00	5.28E+00	6	81	4.30E-03	7.41E-02	chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr18_67483759_67484239,chr2_174603135_174603560,chr4_150871450_150872544,chr4_22422498_22422728,chrX_17853805_17854008	Dusp21,Fbxl4,Opa1,Park7,Prelid3a,Prelid3b
GO Cellular Component	GO:0005925	focal adhesion	59	2.74E-02	1.00E+00	7.58E-01	1.36E+00	3.24E+01	44	3.35E-02	4.55E-02	19	2.57E-03	1.00E+00	2.21E-01	1.59E+00	2.52E+01	40	386	2.87E-02	1.04E-01	chr11_116260170_116261023,chr11_120233701_120234326,chr11_120234641_120239072,chr11_75704155_75705086,chr11_99138735_99139664,chr13_12384737_12385087,chr14_101787784_101788257,chr15_83398497_83399192,chr16_25058618_25059300,chr17_35836387_35836777,chr17_46607336_46608758,chr19_9079246_9080120,chr1_119577313_119578072,chr1_132565503_132565954,chr1_137932278_137932925,chr1_73307241_73308091,chr2_102782700_102783095,chr2_102864644_102865304,chr2_12144741_12145685,chr2_141289008_141289842,chr2_32952005_32952373,chr2_50368726_50369296,chr2_51015119_51016073,chr2_83723882_83724416,chr3_121451443_121451871,chr4_141326801_141327760,chr5_113937543_113938038,chr5_115489652_115490228,chr5_140787878_140789290,chr5_32482016_32482709,chr5_35759078_35759795,chr5_4685598_4686312,chr7_87395314_87395951,chr8_127958253_127958967,chr8_45621294_45622794,chr8_61623783_61624349,chr8_8109242_8110496,chr8_8110668_8110897,chr9_120884512_120885816,chr9_43863773_43864373,chr9_61954715_61954953,chr9_67539160_67540454,chr9_70874974_70875251,chr9_70875375_70876083	Actg1,Actn2,Adam10,Afap1,Ahnak,Cd44,Cnn3,Coro1c,Ctnnb1,Efnb2,Epb41l5,Epha2,Flrt3,Fzd1,Gna12,Itga8,Itgav,Kif23,Lmo7,Lpp,Mdc1,Nfasc,Nox4,Nrp1,Pacsin2,Palld,Ppp1cb,Ptk7,Ptprc,Pxn,Rnd3,Rpl12,Sorbs2,Srp68,Thy1,Tln2,Tns1,Tns4,Yes1,Ywhae
GO Cellular Component	GO:1990909	Wnt signalosome	60	2.86E-02	1.00E+00	7.79E-01	4.59E+00	6.53E-01	3	6.75E-04	3.10E-03	61	1.73E-02	1.00E+00	4.62E-01	5.11E+00	5.87E-01	3	9	2.15E-03	3.33E-01	chr16_37962282_37962696,chr6_134604589_134605201,chr9_120884512_120885816	Ctnnb1,Gsk3b,Lrp6
GO Cellular Component	GO:0005924	cell-substrate adherens junction	61	2.92E-02	1.00E+00	7.83E-01	1.35E+00	3.25E+01	44	3.36E-02	4.55E-02	23	3.23E-03	1.00E+00	2.29E-01	1.57E+00	2.55E+01	40	391	2.87E-02	1.02E-01	chr11_116260170_116261023,chr11_120233701_120234326,chr11_120234641_120239072,chr11_75704155_75705086,chr11_99138735_99139664,chr13_12384737_12385087,chr14_101787784_101788257,chr15_83398497_83399192,chr16_25058618_25059300,chr17_35836387_35836777,chr17_46607336_46608758,chr19_9079246_9080120,chr1_119577313_119578072,chr1_132565503_132565954,chr1_137932278_137932925,chr1_73307241_73308091,chr2_102782700_102783095,chr2_102864644_102865304,chr2_12144741_12145685,chr2_141289008_141289842,chr2_32952005_32952373,chr2_50368726_50369296,chr2_51015119_51016073,chr2_83723882_83724416,chr3_121451443_121451871,chr4_141326801_141327760,chr5_113937543_113938038,chr5_115489652_115490228,chr5_140787878_140789290,chr5_32482016_32482709,chr5_35759078_35759795,chr5_4685598_4686312,chr7_87395314_87395951,chr8_127958253_127958967,chr8_45621294_45622794,chr8_61623783_61624349,chr8_8109242_8110496,chr8_8110668_8110897,chr9_120884512_120885816,chr9_43863773_43864373,chr9_61954715_61954953,chr9_67539160_67540454,chr9_70874974_70875251,chr9_70875375_70876083	Actg1,Actn2,Adam10,Afap1,Ahnak,Cd44,Cnn3,Coro1c,Ctnnb1,Efnb2,Epb41l5,Epha2,Flrt3,Fzd1,Gna12,Itga8,Itgav,Kif23,Lmo7,Lpp,Mdc1,Nfasc,Nox4,Nrp1,Pacsin2,Palld,Ppp1cb,Ptk7,Ptprc,Pxn,Rnd3,Rpl12,Sorbs2,Srp68,Thy1,Tln2,Tns1,Tns4,Yes1,Ywhae
GO Cellular Component	GO:0090575	RNA polymerase II transcription factor complex	62	3.00E-02	1.00E+00	7.91E-01	1.65E+00	1.09E+01	18	1.13E-02	1.86E-02	172	1.02E-01	1.00E+00	9.71E-01	1.48E+00	8.80E+00	13	135	9.32E-03	9.63E-02	chr12_16845361_16845784,chr12_73859357_73860555,chr13_69770884_69771496,chr13_70347759_70348489,chr14_73355419_73356067,chr18_69170651_69171317,chr18_69344028_69345481,chr19_56105678_56106277,chr1_137042338_137042608,chr1_137932278_137932925,chr3_131107045_131107467,chr3_131177548_131178523,chr3_131244276_131244734,chr4_132269780_132270306,chr4_95068365_95068947,chr6_38738179_38738573,chr9_120884512_120885816,chr9_72111611_72112451	Ctnnb1,E2f6,Hif1a,Hipk2,Jun,Lef1,Med10,Nr5a2,Rb1,Taf12,Tcf12,Tcf4,Tcf7l2
GO Cellular Component	GO:0008352	katanin complex	63	3.07E-02	1.00E+00	7.96E-01	3.20E+01	3.12E-02	1	3.23E-05	1.03E-03	118	6.52E-02	1.00E+00	9.02E-01	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr8_95137226_95138279	Katnb1
GO Cellular Component	GO:0030120	vesicle coat	64	3.07E-02	1.00E+00	7.84E-01	2.37E+00	2.95E+00	7	3.05E-03	7.24E-03	75	2.54E-02	1.00E+00	5.53E-01	2.39E+00	2.93E+00	7	45	5.02E-03	1.56E-01	chr15_103294302_103294458,chr4_44023733_44024529,chr5_100226694_100227225,chr5_135484499_135485548,chr6_113795208_113795885,chr9_86770179_86770560,chr9_94016653_94017101	1190002N15Rik,Clta,Copz1,Hip1,Sec13,Sec31a,Snap91
GO Cellular Component	GO:0032432	actin filament bundle	65	3.20E-02	1.00E+00	8.05E-01	1.92E+00	5.73E+00	11	5.93E-03	1.14E-02	171	1.02E-01	1.00E+00	9.74E-01	1.68E+00	4.76E+00	8	73	5.73E-03	1.10E-01	chr12_71433679_71434262,chr12_71976549_71977428,chr19_57119757_57120427,chr19_57269735_57270471,chr2_156726076_156727027,chr5_115489652_115490228,chr5_136392684_136393673,chr5_136462475_136463073,chr7_29480825_29481695,chr7_87395314_87395951,chr9_67539160_67540454	Ablim1,Daam1,Myl9,Nox4,Pxn,Sh2b2,Sipa1l3,Tpm1
GO Cellular Component	GO:0043209	myelin sheath	66	3.33E-02	1.00E+00	8.24E-01	1.56E+00	1.35E+01	21	1.39E-02	2.17E-02	78	2.82E-02	1.00E+00	5.90E-01	1.56E+00	1.34E+01	21	206	1.51E-02	1.02E-01	chr10_117108618_117109054,chr11_120233701_120234326,chr11_120234641_120239072,chr11_21431063_21431707,chr11_53493620_53493859,chr13_92644958_92645811,chr16_91840568_91841329,chr17_87532148_87533518,chr18_62923194_62924691,chr1_132565503_132565954,chr1_92214968_92215830,chr2_31509184_31510708,chr3_30999618_31000202,chr5_115394235_115394782,chr5_135790394_135790983,chr6_33935658_33936132,chr6_71831606_71832189,chr8_127958253_127958967,chr8_93933077_93933272,chr9_120246701_120247726,chr9_43863773_43864373	Actg1,Ass1,Atp5o,Calm2,Cct2,Cntn2,Cox6a1,Exoc4,Gnao1,Immt,Mdh1,Mdh2,Mobp,Napg,Ndufa10,Nfasc,Pard3,Prkci,Sept8,Serinc5,Thy1
GO Cellular Component	GO:0099631	postsynaptic endocytic zone cytoplasmic component	67	3.54E-02	1.00E+00	8.63E-01	2.77E+01	3.60E-02	1	3.73E-05	1.03E-03	118	6.52E-02	1.00E+00	9.02E-01	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr4_44023733_44024529	Clta
GO Cellular Component	GO:0005786	signal recognition particle, endoplasmic reticulum targeting	68	3.64E-02	1.00E+00	8.74E-01	6.72E+00	2.98E-01	2	3.08E-04	2.07E-03	159	9.15E-02	1.00E+00	9.40E-01	3.83E+00	5.22E-01	2	8	1.43E-03	2.50E-01	chr11_116260170_116261023,chr2_118544289_118545050	Srp14,Srp68
GO Cellular Component	GO:0070161	anchoring junction	69	3.73E-02	1.00E+00	8.84E-01	1.26E+00	4.99E+01	63	5.16E-02	6.51E-02	1	1.70E-06	2.78E-03	2.78E-03	1.85E+00	3.40E+01	63	522	4.52E-02	1.21E-01	chr10_117108618_117109054,chr11_116260170_116261023,chr11_120233701_120234326,chr11_120234641_120239072,chr11_75704155_75705086,chr11_99138735_99139664,chr13_12384737_12385087,chr14_101787784_101788257,chr15_59066178_59067140,chr15_83398497_83399192,chr16_25058618_25059300,chr17_15259149_15259970,chr17_35836387_35836777,chr17_46607336_46608758,chr18_20317487_20317732,chr18_20624235_20624629,chr18_75170882_75171432,chr18_75410060_75411130,chr19_9079246_9080120,chr1_119577313_119578072,chr1_132565503_132565954,chr1_137932278_137932925,chr1_73307241_73308091,chr2_102782700_102783095,chr2_102864644_102865304,chr2_113440122_113441079,chr2_12144741_12145685,chr2_137828048_137829042,chr2_141289008_141289842,chr2_32952005_32952373,chr2_50368726_50369296,chr2_51015119_51016073,chr2_59403588_59404692,chr2_83723882_83724416,chr3_121451443_121451871,chr4_141326801_141327760,chr4_142251292_142251872,chr4_150871450_150872544,chr4_152799382_152799661,chr5_113937543_113938038,chr5_115489652_115490228,chr5_140787878_140789290,chr5_32482016_32482709,chr5_35759078_35759795,chr5_4685598_4686312,chr6_94453220_94453916,chr6_97318552_97319248,chr7_111254084_111254308,chr7_87395314_87395951,chr8_127958253_127958967,chr8_45621294_45622794,chr8_61623783_61624349,chr8_8109242_8110496,chr8_8110668_8110897,chr8_95137226_95138279,chr9_120884512_120885816,chr9_41090940_41091681,chr9_43303821_43304690,chr9_43863773_43864373,chr9_61954715_61954953,chr9_67539160_67540454,chr9_70874974_70875251,chr9_70875375_70876083	Actg1,Actn2,Adam10,Afap1,Ahnak,Ajap1,Cd44,Cnn3,Coro1c,Crtam,Ctnnb1,Dll1,Dsg1a,Dsg1b,Dsg2,Efnb2,Eif4g2,Epb41l5,Epha2,Evpl,Fam129b,Flrt3,Fmn1,Frmd4b,Frs2,Fzd1,Gna12,Itga8,Itgav,Jag1,Kazn,Kif23,Kifc3,Lmo7,Lpp,Magi1,Mdc1,Mtss1,Nectin1,Nfasc,Nox4,Nrp1,Pacsin2,Palld,Pard3,Park7,Pkp4,Ppp1cb,Ptk7,Ptprc,Pxn,Rnd3,Rpl12,Smad7,Sorbs2,Srp68,Thy1,Tln2,Tns1,Tns4,Trim29,Yes1,Ywhae
GO Cellular Component	GO:0005680	anaphase-promoting complex	70	3.88E-02	1.00E+00	9.04E-01	4.07E+00	7.37E-01	3	7.62E-04	3.10E-03	239	1.70E-01	1.00E+00	1.00E+00	2.09E+00	1.43E+00	3	22	2.15E-03	1.36E-01	chr10_95672109_95672638,chr5_122473964_122474559,chr5_122811923_122812440	Anapc15-ps,Anapc5,Anapc7
GO Cellular Component	GO:0030897	HOPS complex	71	4.07E-02	1.00E+00	9.37E-01	3.99E+00	7.52E-01	3	7.78E-04	3.10E-03	277	2.06E-01	1.00E+00	1.00E+00	2.36E+00	8.48E-01	2	13	1.43E-03	1.54E-01	chr5_123676636_123677252,chr8_26117824_26118019,chr8_26118257_26118822	Hook3,Vps33a
GO Cellular Component	GO:0031965	nuclear membrane	72	4.14E-02	1.00E+00	9.39E-01	1.43E+00	1.96E+01	28	2.03E-02	2.90E-02	382	3.12E-01	1.00E+00	1.00E+00	1.13E+00	1.86E+01	21	285	1.51E-02	7.37E-02	chr10_111080118_111081147,chr10_92009697_92010107,chr11_120969916_120970845,chr12_16589553_16589895,chr12_16590033_16592004,chr12_16615421_16616385,chr13_98912531_98913632,chr14_103939786_103940481,chr15_84978535_84979183,chr15_93630906_93631656,chr17_27200325_27201091,chr18_56678579_56679151,chr19_16135080_16135454,chr19_37767881_37768851,chr1_170406715_170407260,chr1_59535183_59535708,chr5_135484499_135485548,chr5_142814417_142815443,chr5_142815895_142816475,chr5_142822983_142823707,chr6_48840815_48841662,chr6_50319650_50320104,chr6_60739532_60740699,chr6_60830285_60830625,chr7_116032327_116033153,chr9_63668508_63669046,chr9_63932686_63933176,chr9_64017652_64018344	Ednrb,Gm4353,Gnaq,Lemd2,Lmnb1,Lpin1,Myof,Nup50,Osbpl3,Osbpl8,Pom121,Prickle1,Slc16a3,Smad3,Snca,Spata46,Sumo1,Tmem176b,Tmpo,Tnpo1,Tnrc18
GO Cellular Component	GO:0034364	high-density lipoprotein particle	73	4.17E-02	1.00E+00	9.32E-01	3.95E+00	7.59E-01	3	7.85E-04	3.10E-03	531	5.13E-01	1.00E+00	1.00E+00	1.18E+00	1.70E+00	2	26	1.43E-03	7.69E-02	chr9_46152201_46152964,chr9_70874974_70875251,chr9_70875375_70876083	Apoa1,Lipc
GO Cellular Component	GO:0016028	rhabdomere	74	4.31E-02	1.00E+00	9.52E-01	2.27E+01	4.41E-02	1	4.56E-05	1.03E-03	118	6.52E-02	1.00E+00	9.02E-01	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr2_128702611_128703344	Mertk
GO Cellular Component	GO:0030055	cell-substrate junction	75	4.33E-02	1.00E+00	9.42E-01	1.31E+00	3.35E+01	44	3.46E-02	4.55E-02	27	4.02E-03	1.00E+00	2.43E-01	1.55E+00	2.58E+01	40	396	2.87E-02	1.01E-01	chr11_116260170_116261023,chr11_120233701_120234326,chr11_120234641_120239072,chr11_75704155_75705086,chr11_99138735_99139664,chr13_12384737_12385087,chr14_101787784_101788257,chr15_83398497_83399192,chr16_25058618_25059300,chr17_35836387_35836777,chr17_46607336_46608758,chr19_9079246_9080120,chr1_119577313_119578072,chr1_132565503_132565954,chr1_137932278_137932925,chr1_73307241_73308091,chr2_102782700_102783095,chr2_102864644_102865304,chr2_12144741_12145685,chr2_141289008_141289842,chr2_32952005_32952373,chr2_50368726_50369296,chr2_51015119_51016073,chr2_83723882_83724416,chr3_121451443_121451871,chr4_141326801_141327760,chr5_113937543_113938038,chr5_115489652_115490228,chr5_140787878_140789290,chr5_32482016_32482709,chr5_35759078_35759795,chr5_4685598_4686312,chr7_87395314_87395951,chr8_127958253_127958967,chr8_45621294_45622794,chr8_61623783_61624349,chr8_8109242_8110496,chr8_8110668_8110897,chr9_120884512_120885816,chr9_43863773_43864373,chr9_61954715_61954953,chr9_67539160_67540454,chr9_70874974_70875251,chr9_70875375_70876083	Actg1,Actn2,Adam10,Afap1,Ahnak,Cd44,Cnn3,Coro1c,Ctnnb1,Efnb2,Epb41l5,Epha2,Flrt3,Fzd1,Gna12,Itga8,Itgav,Kif23,Lmo7,Lpp,Mdc1,Nfasc,Nox4,Nrp1,Pacsin2,Palld,Ppp1cb,Ptk7,Ptprc,Pxn,Rnd3,Rpl12,Sorbs2,Srp68,Thy1,Tln2,Tns1,Tns4,Yes1,Ywhae
GO Cellular Component	GO:0070695	FHF complex	76	4.51E-02	1.00E+00	9.68E-01	5.97E+00	3.35E-01	2	3.47E-04	2.07E-03	347	2.86E-01	1.00E+00	1.00E+00	3.07E+00	3.26E-01	1	5	7.17E-04	2.00E-01	chr8_26117824_26118019,chr8_26118257_26118822	Hook3
GO Cellular Component	GO:0001726	ruffle	77	4.65E-02	1.00E+00	9.86E-01	1.54E+00	1.24E+01	19	1.28E-02	1.96E-02	145	6.66E-02	1.00E+00	7.50E-01	1.51E+00	1.06E+01	16	163	1.15E-02	9.82E-02	chr15_25680897_25681394,chr15_83398497_83399192,chr18_35966112_35966624,chr18_36121808_36122222,chr18_37821240_37821851,chr19_25221350_25222386,chr19_25353194_25353718,chr1_119577313_119578072,chr2_83723882_83724416,chr4_133042243_133042565,chr4_133125106_133126249,chr4_141326801_141327760,chr5_123676636_123677252,chr5_136392684_136393673,chr5_136462475_136463073,chr6_31068175_31068419,chr6_97318552_97319248,chr8_61623783_61624349,chr9_67539160_67540454	Clip1,Diaph1,Epb41l5,Epha2,Frmd4b,Itgav,Kank1,Mkln1,Myo10,Pacsin2,Palld,Psd2,Sh2b2,Tln2,Tpm1,Wasf2
GO Cellular Component	GO:0005844	polysome	78	4.90E-02	1.00E+00	1.00E+00	2.01E+00	3.97E+00	8	4.11E-03	8.27E-03	324	2.38E-01	1.00E+00	1.00E+00	1.50E+00	3.33E+00	5	51	3.58E-03	9.80E-02	chr11_88311287_88312313,chr11_88626021_88626663,chr2_5975022_5975494,chr2_6074845_6075635,chr4_134019055_134020274,chr5_115394235_115394782,chr5_115438043_115438886,chr6_131420352_131421354	Lin28a,Msi1,Msi2,Upf2,Ybx3
GO Cellular Component	GO:0005740	mitochondrial envelope	79	4.92E-02	1.00E+00	1.00E+00	1.29E+00	3.65E+01	47	3.77E-02	4.86E-02	752	9.33E-01	1.00E+00	1.00E+00	7.97E-01	4.26E+01	34	654	2.44E-02	5.20E-02	chr10_80054157_80054700,chr10_80055087_80056206,chr10_80059939_80060459,chr12_16589553_16589895,chr12_16590033_16592004,chr12_16615421_16616385,chr12_81278675_81278820,chr12_81459870_81460226,chr14_47364964_47365622,chr15_59066178_59067140,chr15_81350541_81350736,chr15_86166952_86167370,chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr16_91840568_91841329,chr17_85070442_85071129,chr18_67483759_67484239,chr1_77219706_77220495,chr1_77370602_77371463,chr1_92214968_92215830,chr2_174603135_174603560,chr3_131177548_131178523,chr3_131244276_131244734,chr3_144643069_144643708,chr4_150871450_150872544,chr4_22422498_22422728,chr4_74464052_74464598,chr5_115394235_115394782,chr5_115489652_115490228,chr5_135790394_135790983,chr6_114996247_114997497,chr6_121057146_121057812,chr6_121069244_121070033,chr6_71688922_71689378,chr6_71785267_71785693,chr6_71831606_71832189,chr6_94453220_94453916,chr7_140901650_140902605,chr7_38183050_38184271,chr7_38184529_38185013,chr7_38191311_38192442,chr7_38193477_38195519,chr7_38197297_38198262,chr9_84909474_84910308,chrX_13373071_13373741,chrX_17853805_17854008	1600014C10Rik,Atp5o,Bckdhb,Bid,Cox16,Cox6a1,Cox8b,Ddx3x,Dusp21,Epha4,Fbxl4,Fundc1,Gpx4,Gramd4,Hadh,Immt,Lgals3,Lpin1,Mdh2,Ndufa10,Ndufb9,Opa1,Park7,Prelid3a,Prelid3b,Reep1,Sh3glb1,Sirt4,Slc25a17,Slc25a26,Slc3a1,Slc8a3,Tamm41,Tmem261
GO Cellular Component	GO:0005791	rough endoplasmic reticulum	80	4.99E-02	1.00E+00	1.00E+00	1.73E+00	6.94E+00	12	7.17E-03	1.24E-02	97	4.38E-02	1.00E+00	7.37E-01	1.92E+00	4.69E+00	9	72	6.45E-03	1.25E-01	chr13_29746371_29747240,chr13_98523739_98524307,chr16_25690575_25691220,chr16_25794750_25794906,chr19_9079246_9080120,chr3_50427414_50427997,chr3_50442906_50443889,chr4_125318813_125319618,chr4_134019055_134020274,chr5_115007209_115008149,chr6_60739532_60740699,chr6_60830285_60830625	Cdkal1,Gm10320,Lin28a,Scgb1a1,Slc7a11,Snca,Sppl3,Trp63,Zc3h12a
GO Cellular Component	GO:0005662	DNA replication factor A complex	81	5.10E-02	1.00E+00	1.00E+00	3.64E+00	8.25E-01	3	8.53E-04	3.10E-03	146	6.99E-02	1.00E+00	7.82E-01	3.07E+00	9.78E-01	3	15	2.15E-03	2.00E-01	chr12_16845361_16845784,chr17_44965847_44966423,chr3_103151551_103152217	Bcas2,Cdc5l,E2f6
GO Cellular Component	GO:0034709	methylosome	82	5.13E-02	1.00E+00	1.00E+00	5.54E+00	3.61E-01	2	3.73E-04	2.07E-03	291	2.31E-01	1.00E+00	1.00E+00	2.19E+00	9.13E-01	2	14	1.43E-03	1.43E-01	chr12_80565920_80566900,chr6_86372003_86372198	Erh,Snrpg
GO Cellular Component	GO:0032002	interleukin-28 receptor complex	83	5.14E-02	1.00E+00	1.00E+00	1.89E+01	5.28E-02	1	5.46E-05	1.03E-03	118	6.52E-02	1.00E+00	9.02E-01	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr4_135590415_135591703	Ifnlr1
GO Cellular Component	GO:0031970	organelle envelope lumen	84	5.35E-02	1.00E+00	1.00E+00	1.82E+00	5.50E+00	10	5.69E-03	1.03E-02	337	2.69E-01	1.00E+00	1.00E+00	1.31E+00	6.13E+00	8	94	5.73E-03	8.51E-02	chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr17_35836387_35836777,chr18_67483759_67484239,chr2_174603135_174603560,chr4_150871450_150872544,chr4_22422498_22422728,chr9_41985054_41985607,chrX_17853805_17854008	Dusp21,Fbxl4,Opa1,Park7,Prelid3a,Prelid3b,Sorl1,Tubb5
GO Cellular Component	GO:0030684	preribosome	85	5.41E-02	1.00E+00	1.00E+00	2.09E+00	3.35E+00	7	3.47E-03	7.24E-03	445	3.88E-01	1.00E+00	1.00E+00	1.20E+00	5.02E+00	6	77	4.30E-03	7.79E-02	chr10_111673869_111674190,chr10_111699603_111700188,chr10_78414857_78415065,chr13_12384737_12385087,chr15_39126973_39127198,chr16_57550636_57551197,chr4_41107658_41108957	Cmss1,Dcaf13,Heatr1,Krr1,Nol6,Rrp1
GO Cellular Component	GO:0043541	UDP-N-acetylglucosamine transferase complex	86	5.57E-02	1.00E+00	1.00E+00	5.29E+00	3.78E-01	2	3.91E-04	2.07E-03	299	2.36E-01	1.00E+00	1.00E+00	3.83E+00	2.61E-01	1	4	7.17E-04	2.50E-01	chr3_85931675_85932031,chr3_85969739_85970372	Glt28d2
GO Cellular Component	GO:0005873	plus-end kinesin complex	87	5.58E-02	1.00E+00	1.00E+00	1.74E+01	5.74E-02	1	5.93E-05	1.03E-03	118	6.52E-02	1.00E+00	9.02E-01	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr6_134669468_134670314	Borcs5
GO Cellular Component	GO:0043240	Fanconi anaemia nuclear complex	88	5.64E-02	1.00E+00	1.00E+00	3.49E+00	8.60E-01	3	8.89E-04	3.10E-03	291	2.31E-01	1.00E+00	1.00E+00	2.19E+00	9.13E-01	2	14	1.43E-03	1.43E-01	chr13_63240159_63240699,chr13_63563733_63564766,chr17_28247192_28248228	Fancc,Fance
GO Cellular Component	GO:0031526	brush border membrane	89	5.65E-02	1.00E+00	1.00E+00	2.22E+00	2.70E+00	6	2.79E-03	6.20E-03	173	1.05E-01	1.00E+00	9.92E-01	1.84E+00	3.26E+00	6	50	4.30E-03	1.20E-01	chr17_85070442_85071129,chr19_43897449_43897736,chr5_140787878_140789290,chr5_17888686_17889080,chr5_38297657_38298683,chr8_126173878_126174458	Abcc2,Cd36,Drd5,Gna12,Kcnk1,Slc3a1
GO Cellular Component	GO:0005801	cis-Golgi network	90	5.70E-02	1.00E+00	1.00E+00	2.06E+00	3.39E+00	7	3.51E-03	7.24E-03	215	1.36E-01	1.00E+00	1.00E+00	1.83E+00	2.74E+00	5	42	3.58E-03	1.19E-01	chr13_102141839_102143048,chr13_102486100_102486522,chr15_25680897_25681394,chr2_165275048_165276108,chr6_4177655_4177893,chr8_26117824_26118019,chr8_26118257_26118822	Bet1,Hook3,Pik3r1,Retreg1,Slc35c2
GO Cellular Component	GO:0030057	desmosome	91	5.70E-02	1.00E+00	1.00E+00	2.44E+00	2.05E+00	5	2.12E-03	5.17E-03	47	8.27E-03	1.00E+00	2.87E-01	3.29E+00	1.83E+00	6	28	4.30E-03	2.14E-01	chr11_116260170_116261023,chr18_20317487_20317732,chr18_20624235_20624629,chr2_59403588_59404692,chr4_142251292_142251872	Dsg1a,Dsg1b,Dsg2,Evpl,Kazn,Pkp4
GO Cellular Component	GO:0032144	4-aminobutyrate transaminase complex	92	5.71E-02	1.00E+00	1.00E+00	1.70E+01	5.88E-02	1	6.08E-05	1.03E-03	118	6.52E-02	1.00E+00	9.02E-01	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr16_8502419_8502744	Abat
GO Cellular Component	GO:1990879	CST complex	93	5.74E-02	1.00E+00	1.00E+00	1.69E+01	5.91E-02	1	6.11E-05	1.03E-03	251	1.83E-01	1.00E+00	1.00E+00	5.11E+00	1.96E-01	1	3	7.17E-04	3.33E-01	chr19_47500254_47501036	Stn1
GO Cellular Component	GO:0098890	extrinsic component of postsynaptic membrane	94	5.78E-02	1.00E+00	1.00E+00	1.68E+01	5.95E-02	1	6.16E-05	1.03E-03	118	6.52E-02	1.00E+00	9.02E-01	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr5_135484499_135485548	Hip1
GO Cellular Component	GO:0000125	PCAF complex	95	5.84E-02	1.00E+00	1.00E+00	1.66E+01	6.02E-02	1	6.23E-05	1.03E-03	347	2.86E-01	1.00E+00	1.00E+00	3.07E+00	3.26E-01	1	5	7.17E-04	2.00E-01	chr4_132269780_132270306	Taf12
GO Cellular Component	GO:0043020	NADPH oxidase complex	96	5.97E-02	1.00E+00	1.00E+00	3.41E+00	8.81E-01	3	9.11E-04	3.10E-03	71	2.35E-02	1.00E+00	5.40E-01	4.60E+00	6.52E-01	3	10	2.15E-03	3.00E-01	chr1_152808142_152808867,chr5_134255161_134255557,chr7_87395314_87395951	Ncf1,Ncf2,Nox4
